"scalar1of1Gradient:0","scalar1of1Gradient:1","scalar1of1","Result:0","Result:1","Result:2","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.000295131091580142,0.000624255714140923,1302.30928815468,-0.000295131091580142,0.000624255714140923,0,-91785.8702289584,0,0,-0.000114254769517654,0,0,-0,-0,1,105003,59030.09375,67390.5,-2.27107436047251e-013
3.60690900552605e-005,-7.67545904992495e-005,1302.30696868741,3.60690900552605e-005,-7.67545904992495e-005,0,-91888.2744812782,0,0,1.79805346121985e-005,0,0,0,0,1,105004,59030.125,67390.5,-2.27107436047251e-013
-0.000295135685055074,0.000624267180267009,1302.3092881984,-0.000295135685055074,0.000624267180267009,0,-92722.0568798775,0,0,-0.000114256828880148,0,0,-0,-0,1,105005,59030.09375,67390.5,-2.27107436047251e-013
3.60637720781993e-005,-7.67434981539649e-005,1302.3069687237,3.60637720781993e-005,-7.67434981539649e-005,0,-92824.459303748,0,0,1.79784321691063e-005,0,0,0,0,1,105006,59030.125,67390.5,-2.27107436047251e-013
-0.000295140238977213,0.000624278662300843,1302.30928824252,-0.000295140238977213,0.000624278662300843,0,-93658.3626562795,0,0,-0.000114258885347165,0,0,-0,-0,1,105007,59030.09375,67390.5,-2.27107436047251e-013
3.60584489417099e-005,-7.67324056437006e-005,1302.30696875995,3.60584489417099e-005,-7.67324056437006e-005,0,-93760.7632521401,0,0,1.79763290580445e-005,0,0,0,0,1,105008,59030.125,67390.5,-2.27107436047251e-013
-0.000295144757959485,0.000624290177791386,1302.30928828712,-0.000295144757959485,0.000624290177791386,0,-94594.7876167557,0,0,-0.00011426094176777,0,0,-0,-0,1,105009,59030.09375,67390.5,-2.27107436047251e-013
3.60531144535729e-005,-7.67213127714627e-005,1302.30696879612,3.60531144535729e-005,-7.67213127714627e-005,0,-94697.1863824007,0,0,1.79742244774491e-005,0,0,0,0,1,105010,59030.125,67390.5,-2.27107436047251e-013
-0.000295149236884437,0.000624301691793435,1302.30928833199,-0.000295149236884437,0.000624301691793435,0,-95531.3318449562,0,0,-0.00011426299297821,0,0,-0,-0,1,105011,59030.09375,67390.5,-2.27107436047251e-013
3.6047798542854e-005,-7.6710220489384e-005,1302.30696883243,3.6047798542854e-005,-7.6710220489384e-005,0,-95633.7287831892,0,0,1.79721223015445e-005,0,0,0,0,1,105012,59030.125,67390.5,-2.27107436047251e-013
-0.000295153793885864,0.000624313173943985,1302.30928837609,-0.000295153793885864,0.000624313173943985,0,-96467.9952958279,0,0,-0.000114265049846009,0,0,-0,-0,1,105013,59030.09375,67390.5,-2.27107436047251e-013
3.60424877930743e-005,-7.6699128370648e-005,1302.30696886877,3.60424877930743e-005,-7.6699128370648e-005,0,-96570.3904060355,0,0,1.79700207936097e-005,0,0,0,0,1,105014,59030.125,67390.5,-2.27107436047251e-013
-0.000295158369896863,0.000624324639424544,1302.30928841993,-0.000295158369896863,0.000624324639424544,0,-97404.777980828,0,0,-0.000114267106937406,0,0,-0,-0,1,105015,59030.09375,67390.5,-2.27107436047251e-013
3.60371698197939e-005,-7.66880360212684e-005,1302.30696890506,3.60371698197939e-005,-7.66880360212684e-005,0,-97507.1712641053,0,0,1.79679183505176e-005,0,0,0,0,1,105016,59030.125,67390.5,-2.27107436047251e-013
-0.00029516293100533,0.000624336121729277,1302.309288464,-0.00029516293100533,0.000624336121729277,0,-98341.6799685035,0,0,-0.000114269164339581,0,0,-0,-0,1,105017,59030.09375,67390.5,-2.27107436047251e-013
3.60318363667222e-005,-7.66769431785835e-005,1302.30696894124,3.60318363667222e-005,-7.66769431785835e-005,0,-98444.0714236048,0,0,1.79658139035161e-005,0,0,0,0,1,105018,59030.125,67390.5,-2.27107436047251e-013
-0.000295167388863217,0.000624347652328531,1302.30928850914,-0.000295167388863217,0.000624347652328531,0,-99278.7013620382,0,0,-0.000114271215059236,0,0,-0,-0,1,105019,59030.09375,67390.5,-2.27107436047251e-013
3.60265225231003e-005,-7.66658509588958e-005,1302.30696897756,3.60265225231003e-005,-7.66658509588958e-005,0,-99381.0909890982,0,0,1.79637119947997e-005,0,0,0,0,1,105020,59030.125,67390.5,-2.27107436047251e-013
-0.000295171961790936,0.000624359117696698,1302.30928855301,-0.000295171961790936,0.000624359117696698,0,-100215.842109055,0,0,-0.000114273271749851,0,0,-0,-0,1,105021,59030.09375,67390.5,-2.27107436047251e-013
3.60212086802331e-005,-7.66547587383906e-005,1302.30696901388,3.60212086802331e-005,-7.66547587383906e-005,0,-100318.22990959,0,0,1.79616100860834e-005,0,0,0,0,1,105022,59030.125,67390.5,-2.27107436047251e-013
-0.0002951765239245,0.000624370600041779,1302.30928859707,-0.0002951765239245,0.000624370600041779,0,-101153.102246267,0,0,-0.00011427532928562,0,0,-0,-0,1,105023,59030.09375,67390.5,-2.27107436047251e-013
3.60158845177597e-005,-7.66436661887391e-005,1302.30696905012,3.60158845177597e-005,-7.66436661887391e-005,0,-101255.488218752,0,0,1.79595068414272e-005,0,0,0,0,1,105024,59030.125,67390.5,-2.27107436047251e-013
-0.000295181054722045,0.000624382098600063,1302.30928864146,-0.000295181054722045,0.000624382098600063,0,-102090.48185357,0,0,-0.000114277384994664,0,0,-0,-0,1,105025,59030.09375,67390.5,-2.27107436047251e-013
3.60105562278984e-005,-7.66325735069377e-005,1302.30696908634,3.60105562278984e-005,-7.66325735069377e-005,0,-102192.865997881,0,0,1.79574030623957e-005,0,0,0,0,1,105026,59030.125,67390.5,-2.27107436047251e-013
-0.000295185556237762,0.000624393613447918,1302.30928868618,-0.000295185556237762,0.000624393613447918,0,-103027.980984585,0,0,-0.000114279439144172,0,0,-0,-0,1,105027,59030.09375,67390.5,-2.27107436047251e-013
3.60052227786148e-005,-7.66214806601506e-005,1302.30696912252,3.60052227786148e-005,-7.66214806601506e-005,0,-103130.36330046,0,0,1.79552986153943e-005,0,0,0,0,1,105028,59030.125,67390.5,-2.27107436047251e-013
-0.000295190011011077,0.000624405143936179,1302.30928873133,-0.000295190011011077,0.000624405143936179,0,-103965.599697446,0,0,-0.000114281489463045,0,0,-0,-0,1,105029,59030.09375,67390.5,-2.27107436047251e-013
3.59999120348804e-005,-7.66103885348684e-005,1302.30696915886,3.59999120348804e-005,-7.66103885348684e-005,0,-104067.980185815,0,0,1.79531971074595e-005,0,0,0,0,1,105030,59030.125,67390.5,-2.27107436047251e-013
-0.000295194597287678,0.000624416609804363,1302.30928877511,-0.000295194597287678,0.000624416609804363,0,-104903.337926648,0,0,-0.000114283547890381,0,0,-0,-0,1,105031,59030.09375,67390.5,-2.27107436047251e-013
3.59945961317214e-005,-7.6599296244604e-005,1302.30696919517,3.59945961317214e-005,-7.6599296244604e-005,0,-105005.716587906,0,0,1.79510949315551e-005,0,0,0,0,1,105032,59030.125,67390.5,-2.27107436047251e-013
-0.000295199152228264,0.000624428091885748,1302.30928881922,-0.000295199152228264,0.000624428091885748,0,-105841.195730982,0,0,-0.000114285604490993,0,0,-0,-0,1,105033,59030.09375,67390.5,-2.27107436047251e-013
3.59892626847088e-005,-7.65882033953569e-005,1302.30696923135,3.59892626847088e-005,-7.65882033953569e-005,0,-105943.572565005,0,0,1.79489904845537e-005,0,0,0,0,1,105034,59030.125,67390.5,-2.27107436047251e-013
-0.000295203635253665,0.00062443960604912,1302.30928886407,-0.000295203635253665,0.00062443960604912,0,-106779.173224287,0,0,-0.000114287656235809,0,0,-0,-0,1,105035,59030.09375,67390.5,-2.27107436047251e-013
3.59839436869556e-005,-7.65771110049553e-005,1302.30696926763,3.59839436869556e-005,-7.65771110049553e-005,0,-106881.548231398,0,0,1.79468879078678e-005,0,0,0,0,1,105036,59030.125,67390.5,-2.27107436047251e-013
-0.000295208178894903,0.000624451087711897,1302.30928890826,-0.000295208178894903,0.000624451087711897,0,-107717.270377438,0,0,-0.000114289711366887,0,0,-0,-0,1,105037,59030.09375,67390.5,-2.27107436047251e-013
3.5978634520324e-005,-7.65660362648477e-005,1302.30696930387,3.5978634520324e-005,-7.65660362648477e-005,0,-107819.643558216,0,0,1.79447888482143e-005,0,0,0,0,1,105038,59030.125,67390.5,-2.27107436047251e-013
-0.000295212708156179,0.000624462568840789,1302.30928895255,-0.000295212708156179,0.000624462568840789,0,-108655.487027203,0,0,-0.00011429176462765,0,0,-0,-0,1,105039,59030.09375,67390.5,-2.27107436047251e-013
3.59733155240815e-005,-7.65549438728086e-005,1302.30696934015,3.59733155240815e-005,-7.65549438728086e-005,0,-108757.858382696,0,0,1.79426862715278e-005,0,0,0,0,1,105040,59030.125,67390.5,-2.27107436047251e-013
-0.000295217253850274,0.000624474050581376,1302.30928899672,-0.000295217253850274,0.000624474050581376,0,-109593.823409066,0,0,-0.000114293820025915,0,0,-0,-0,1,105041,59030.09375,67390.5,-2.27107436047251e-013
3.59680078809852e-005,-7.65438518411199e-005,1302.30696937651,3.59680078809852e-005,-7.65438518411199e-005,0,-109696.192938217,0,0,1.79405851643751e-005,0,0,0,0,1,105042,59030.125,67390.5,-2.27107436047251e-013
-0.000295221848339608,0.000624485516759389,1302.30928904044,-0.000295221848339608,0.000624485516759389,0,-110532.279506373,0,0,-0.000114295879522003,0,0,-0,-0,1,105043,59030.09375,67390.5,-2.27107436047251e-013
3.59626868221829e-005,-7.65327593817777e-005,1302.30696941278,3.59626868221829e-005,-7.65327593817777e-005,0,-110634.64720824,0,0,1.79384823205013e-005,0,0,0,0,1,105044,59030.125,67390.5,-2.27107436047251e-013
-0.00029522638581563,0.000624496998195928,1302.30928908467,-0.00029522638581563,0.000624496998195928,0,-111470.855413777,0,0,-0.000114297933851517,0,0,-0,-0,1,105045,59030.09375,67390.5,-2.27107436047251e-013
3.5957368370251e-005,-7.6521684342899e-005,1302.30696944895,3.5957368370251e-005,-7.6521684342899e-005,0,-111573.221289993,0,0,1.79363820585022e-005,0,0,0,0,1,105046,59030.125,67390.5,-2.27107436047251e-013
-0.000295230882711828,0.000624508495501969,1302.3092891293,-0.000295230882711828,0.000624508495501969,0,-112409.551001384,0,0,-0.000114299985151962,0,0,-0,-0,1,105047,59030.09375,67390.5,-2.27107436047251e-013
3.59520437268623e-005,-7.65106091062011e-005,1302.30696948508,3.59520437268623e-005,-7.65106091062011e-005,0,-112511.915052457,0,0,1.79342809949401e-005,0,0,0,0,1,105048,59030.125,67390.5,-2.27107436047251e-013
-0.000295235355984245,0.000624519991930432,1302.3092891741,-0.000295235355984245,0.000624519991930432,0,-113348.366332842,0,0,-0.000114302033379745,0,0,-0,-0,1,105049,59030.09375,67390.5,-2.27107436047251e-013
3.59467335327219e-005,-7.64995343283586e-005,1302.3069695213,3.59467335327219e-005,-7.64995343283586e-005,0,-113450.728560451,0,0,1.79321818016928e-005,0,0,0,0,1,105050,59030.125,67390.5,-2.27107436047251e-013
-0.000295239879078993,0.000624531472834508,1302.30928921843,-0.000295239879078993,0.000624531472834508,0,-114287.301380246,0,0,-0.000114304085838944,0,0,-0,-0,1,105051,59030.09375,67390.5,-2.27107436047251e-013
3.59414171471246e-005,-7.64884593526949e-005,1302.30696955749,3.59414171471246e-005,-7.64884593526949e-005,0,-114389.661783381,0,0,1.79300818068816e-005,0,0,0,0,1,105052,59030.125,67390.5,-2.27107436047251e-013
-0.000295244399091802,0.000624542953624742,1302.30928926278,-0.000295244399091802,0.000624542953624742,0,-115226.35620575,0,0,-0.000114306137897362,0,0,-0,-0,1,105053,59030.09375,67390.5,-2.27107436047251e-013
3.59361084765215e-005,-7.64773672832688e-005,1302.30696959384,3.59361084765215e-005,-7.64773672832688e-005,0,-115328.714784686,0,0,1.79279805661351e-005,0,0,0,0,1,105054,59030.125,67390.5,-2.27107436047251e-013
-0.000295248976116572,0.000624554419157913,1302.30928930663,-0.000295248976116572,0.000624554419157913,0,-116165.530965704,0,0,-0.000114308195122352,0,0,-0,-0,1,105055,59030.09375,67390.5,-2.27107436047251e-013
3.59307807400489e-005,-7.64662919447987e-005,1302.30696962995,3.59307807400489e-005,-7.64662919447987e-005,0,-116267.887718939,0,0,1.79258791017909e-005,0,0,0,0,1,105056,59030.125,67390.5,-2.27107436047251e-013
-0.000295253423186497,0.000624565931992607,1302.30928935172,-0.000295253423186497,0.000624565931992607,0,-117104.825624368,0,0,-0.000114310242191381,0,0,-0,-0,1,105057,59030.09375,67390.5,-2.27107436047251e-013
3.59254777731693e-005,-7.64552173935262e-005,1302.30696966623,3.59254777731693e-005,-7.64552173935262e-005,0,-117207.180553859,0,0,1.79237808437013e-005,0,0,0,0,1,105058,59030.125,67390.5,-2.27107436047251e-013
-0.000295257988911927,0.000624577397107161,1302.30928939564,-0.000295257988911927,0.000624577397107161,0,-118044.240107673,0,0,-0.000114312297946838,0,0,-0,-0,1,105059,59030.09375,67390.5,-2.27107436047251e-013
3.5920160848551e-005,-7.64441250589749e-005,1302.30696970252,3.5920160848551e-005,-7.64441250589749e-005,0,-118146.593212366,0,0,1.79216785342028e-005,0,0,0,0,1,105060,59030.125,67390.5,-2.27107436047251e-013
-0.00029526254950123,0.000624588862031503,1302.30928943959,-0.00029526254950123,0.000624588862031503,0,-118983.774668299,0,0,-0.000114314353034325,0,0,-0,-0,1,105061,59030.09375,67390.5,-2.27107436047251e-013
3.59148341463803e-005,-7.64330497508841e-005,1302.30696973864,3.59148341463803e-005,-7.64330497508841e-005,0,-119086.125948607,0,0,1.79195772034526e-005,0,0,0,0,1,105062,59030.125,67390.5,-2.27107436047251e-013
-0.000295267004785919,0.000624600375173827,1302.30928948463,-0.000295267004785919,0.000624600375173827,0,-119923.42923061,0,0,-0.000114316401172105,0,0,-0,-0,1,105063,59030.09375,67390.5,-2.27107436047251e-013
3.59095311817619e-005,-7.64219751971663e-005,1302.30696977491,3.59095311817619e-005,-7.64219751971663e-005,0,-120025.778686809,0,0,1.79174789453632e-005,0,0,0,0,1,105064,59030.125,67390.5,-2.27107436047251e-013
-0.000295271577194468,0.000624611823161608,1302.30928952839,-0.000295271577194468,0.000624611823161608,0,-120863.203723452,0,0,-0.000114318455548033,0,0,-0,-0,1,105065,59030.09375,67390.5,-2.27107436047251e-013
3.59042251217918e-005,-7.64109005441273e-005,1302.30696981117,3.59042251217918e-005,-7.64109005441273e-005,0,-120965.551356917,0,0,1.79153802864916e-005,0,0,0,0,1,105066,59030.125,67390.5,-2.27107436047251e-013
-0.000295276128537954,0.000624623287744422,1302.30928957241,-0.000295276128537954,0.000624623287744422,0,-121803.098197564,0,0,-0.000114320509433175,0,0,-0,-0,1,105067,59030.09375,67390.5,-2.27107436047251e-013
3.58989247127459e-005,-7.63998087316583e-005,1302.30696984758,3.58989247127459e-005,-7.63998087316583e-005,0,-121905.44400747,0,0,1.79132801144962e-005,0,0,0,0,1,105068,59030.125,67390.5,-2.27107436047251e-013
-0.000295280758984854,0.00062463472051409,1302.30928961564,-0.000295280758984854,0.00062463472051409,0,-122743.112817825,0,0,-0.00011432256910927,0,0,-0,-0,1,105069,59030.09375,67390.5,-2.27107436047251e-013
3.58936052378354e-005,-7.638873365014e-005,1302.30696988375,3.58936052378354e-005,-7.638873365014e-005,0,-122845.456803491,0,0,1.79111797189034e-005,0,0,0,0,1,105070,59030.125,67390.5,-2.27107436047251e-013
-0.00029528525176476,0.000624646217675961,1302.3092896603,-0.00029528525176476,0.000624646217675961,0,-123683.247549257,0,0,-0.000114324619875338,0,0,-0,-0,1,105071,59030.09375,67390.5,-2.27107436047251e-013
3.58882806035081e-005,-7.63776584036286e-005,1302.30696991987,3.58882806035081e-005,-7.63776584036286e-005,0,-123785.58971084,0,0,1.7909078655341e-005,0,0,0,0,1,105072,59030.125,67390.5,-2.27107436047251e-013
-0.000295289698829428,0.000624657730516349,1302.3092897054,-0.000295289698829428,0.000624657730516349,0,-124623.502450788,0,0,-0.000114326666944366,0,0,-0,-0,1,105073,59030.09375,67390.5,-2.27107436047251e-013
3.58829797067247e-005,-7.63665839115012e-005,1302.30696995617,3.58829797067247e-005,-7.63665839115012e-005,0,-124725.842789146,0,0,1.79069806644396e-005,0,0,0,0,1,105074,59030.125,67390.5,-2.27107436047251e-013
-0.000295294293830655,0.000624669179347865,1302.309289749,-0.000295294293830655,0.000624669179347865,0,-125563.877451765,0,0,-0.00011432872425936,0,0,-0,-0,1,105075,59030.09375,67390.5,-2.27107436047251e-013
3.58776679483167e-005,-7.63554917345839e-005,1302.3069699925,3.58776679483167e-005,-7.63554917345839e-005,0,-125666.21596617,0,0,1.79048790229109e-005,0,0,0,0,1,105076,59030.125,67390.5,-2.27107436047251e-013
-0.000295298861604276,0.000624680644545281,1302.3092897929,-0.000295298861604276,0.000624680644545281,0,-126504.372791854,0,0,-0.000114330780282006,0,0,-0,-0,1,105077,59030.09375,67390.5,-2.27107436047251e-013
3.58723433162556e-005,-7.63444164856206e-005,1302.30697002863,3.58723433162556e-005,-7.63444164856206e-005,0,-126606.709481902,0,0,1.79027779593484e-005,0,0,0,0,1,105078,59030.125,67390.5,-2.27107436047251e-013
-0.000295303315856608,0.000624692157655118,1302.30928983795,-0.000295303315856608,0.000624692157655118,0,-127444.988408422,0,0,-0.000114332828286191,0,0,-0,-0,1,105079,59030.09375,67390.5,-2.27107436047251e-013
3.58670290052891e-005,-7.63333415641877e-005,1302.30697006482,3.58670290052891e-005,-7.63333415641877e-005,0,-127547.323274949,0,0,1.79006782317256e-005,0,0,0,0,1,105080,59030.125,67390.5,-2.27107436047251e-013
-0.000295307839968515,0.000624703638608139,1302.30928988227,-0.000295307839968515,0.000624703638608139,0,-128385.724291304,0,0,-0.000114334880878984,0,0,-0,-0,1,105081,59030.09375,67390.5,-2.27107436047251e-013
3.58617095349081e-005,-7.63222664777649e-005,1302.30697010099,3.58617095349081e-005,-7.63222664777649e-005,0,-128488.057334259,0,0,1.78985778361329e-005,0,0,0,0,1,105082,59030.125,67390.5,-2.27107436047251e-013
-0.000295312330690285,0.000624715135697918,1302.30928992695,-0.000295312330690285,0.000624715135697918,0,-129326.580499318,0,0,-0.000114336931377865,0,0,-0,-0,1,105083,59030.09375,67390.5,-2.27107436047251e-013
3.58563993535863e-005,-7.63111916860406e-005,1302.30697013722,3.58563993535863e-005,-7.63111916860406e-005,0,-129428.911718718,0,0,1.78964786428854e-005,0,0,0,0,1,105084,59030.125,67390.5,-2.27107436047251e-013
-0.000295316852242166,0.000624726599179745,1302.30928997117,-0.000295316852242166,0.000624726599179745,0,-130267.557026134,0,0,-0.000114338981388783,0,0,-0,-0,1,105085,59030.09375,67390.5,-2.27107436047251e-013
3.58511005253899e-005,-7.63001172546892e-005,1302.30697017352,3.58511005253899e-005,-7.63001172546892e-005,0,-130369.886424592,0,0,1.78943809191718e-005,0,0,0,0,1,105086,59030.125,67390.5,-2.27107436047251e-013
-0.000295321452897417,0.000624738030848472,1302.30929001462,-0.000295321452897417,0.000624738030848472,0,-131208.653858669,0,0,-0.000114341037190653,0,0,-0,-0,1,105087,59030.09375,67390.5,-2.27107436047251e-013
3.58457846954033e-005,-7.62890596199508e-005,1302.30697020959,3.58457846954033e-005,-7.62890596199508e-005,0,-131310.981435504,0,0,1.78922832390482e-005,0,0,0,0,1,105088,59030.125,67390.5,-2.27107436047251e-013
-0.000295325892767197,0.00062474954342723,1302.30929005976,-0.000295325892767197,0.00062474954342723,0,-132149.870952477,0,0,-0.000114343083324523,0,0,-0,-0,1,105089,59030.09375,67390.5,-2.27107436047251e-013
3.58404703882069e-005,-7.62779846944376e-005,1302.30697024579,3.58404703882069e-005,-7.62779846944376e-005,0,-132252.196707096,0,0,1.78901835114252e-005,0,0,0,0,1,105090,59030.125,67390.5,-2.27107436047251e-013
-0.000295330415344188,0.000624761006949392,1302.30929010398,-0.000295330415344188,0.000624761006949392,0,-133091.208491854,0,0,-0.000114345133469035,0,0,-0,-0,1,105091,59030.09375,67390.5,-2.27107436047251e-013
3.58351725943016e-005,-7.62669102934761e-005,1302.30697028211,3.58351725943016e-005,-7.62669102934761e-005,0,-133193.532425655,0,0,1.78880859213053e-005,0,0,0,0,1,105092,59030.125,67390.5,-2.27107436047251e-013
-0.000295335001095604,0.000624772455443705,1302.30929014764,-0.000295335001095604,0.000624772455443705,0,-134032.666439184,0,0,-0.000114347189581684,0,0,-0,-0,1,105093,59030.09375,67390.5,-2.27107436047251e-013
3.58298644808139e-005,-7.62558355633451e-005,1302.30697031835,3.58298644808139e-005,-7.62558355633451e-005,0,-134134.988550246,0,0,1.7885986995246e-005,0,0,0,0,1,105094,59030.125,67390.5,-2.27107436047251e-013
-0.000295339544213077,0.000624783919731072,1302.30929019172,-0.000295339544213077,0.000624783919731072,0,-134974.244874846,0,0,-0.000114349242398075,0,0,-0,-0,1,105095,59030.09375,67390.5,-2.27107436047251e-013
3.58245408875776e-005,-7.62447603398613e-005,1302.30697035448,3.58245408875776e-005,-7.62447603398613e-005,0,-135076.565163817,0,0,1.78838860652777e-005,0,0,0,0,1,105096,59030.125,67390.5,-2.27107436047251e-013
-0.000295344019523875,0.000624795416253021,1302.3092902365,-0.000295344019523875,0.000624795416253021,0,-135915.943905189,0,0,-0.000114351290893045,0,0,-0,-0,1,105097,59030.09375,67390.5,-2.27107436047251e-013
3.5819230711531e-005,-7.62336855424259e-005,1302.30697039071,3.5819230711531e-005,-7.62336855424259e-005,0,-136018.262372109,0,0,1.78817868720304e-005,0,0,0,0,1,105098,59030.125,67390.5,-2.27107436047251e-013
-0.000295348541575648,0.000624806897136109,1302.30929028084,-0.000295348541575648,0.000624806897136109,0,-136857.763505256,0,0,-0.000114353343218651,0,0,-0,-0,1,105099,59030.09375,67390.5,-2.27107436047251e-013
3.58139122799722e-005,-7.6222610481485e-005,1302.30697042688,3.58139122799722e-005,-7.6222610481485e-005,0,-136960.080149327,0,0,1.78796866100316e-005,0,0,0,0,1,105100,59030.125,67390.5,-2.27107436047251e-013
-0.000295353031264395,0.000624818394194125,1302.30929032552,-0.000295353031264395,0.000624818394194125,0,-137799.703747325,0,0,-0.000114355393583937,0,0,-0,-0,1,105101,59030.09375,67390.5,-2.27107436047251e-013
3.5808602105433e-005,-7.62115356824167e-005,1302.30697046311,3.5808602105433e-005,-7.62115356824167e-005,0,-137902.018568494,0,0,1.78775874167843e-005,0,0,0,0,1,105102,59030.125,67390.5,-2.27107436047251e-013
-0.00029535756718959,0.000624829858217037,1302.30929036965,-0.00029535756718959,0.000624829858217037,0,-138741.764629695,0,0,-0.000114357445465171,0,0,-0,-0,1,105103,59030.09375,67390.5,-2.27107436047251e-013
3.58033032840114e-005,-7.6200461243728e-005,1302.30697049942,3.58033032840114e-005,-7.6200461243728e-005,0,-138844.077629523,0,0,1.78754896930707e-005,0,0,0,0,1,105104,59030.125,67390.5,-2.27107436047251e-013
-0.000295362141639024,0.000624841306295594,1302.30929041339,-0.000295362141639024,0.000624841306295594,0,-139683.94613824,0,0,-0.000114359500108286,0,0,-0,-0,1,105105,59030.09375,67390.5,-2.27107436047251e-013
3.5797995175045e-005,-7.61893865087002e-005,1302.30697053566,3.5797995175045e-005,-7.61893865087002e-005,0,-139786.257316488,0,0,1.78733907670114e-005,0,0,0,0,1,105106,59030.125,67390.5,-2.27107436047251e-013
-0.00029536669091506,0.000624852770816403,1302.30929045743,-0.00029536669091506,0.000624852770816403,0,-140626.248350522,0,0,-0.00011436155372624,0,0,-0,-0,1,105107,59030.09375,67390.5,-2.27107436047251e-013
3.57926710963297e-005,-7.61783286031128e-005,1302.30697057167,3.57926710963297e-005,-7.61783286031128e-005,0,-140728.557706647,0,0,1.78712920181364e-005,0,0,0,0,1,105108,59030.125,67390.5,-2.27107436047251e-013
-0.000295371104073947,0.000624864282409343,1302.30929050276,-0.000295371104073947,0.000624864282409343,0,-141568.6712175,0,0,-0.000114363596386668,0,0,-0,-0,1,105109,59030.09375,67390.5,-2.27107436047251e-013
3.57873712451336e-005,-7.61672541291426e-005,1302.30697060797,3.57873712451336e-005,-7.61672541291426e-005,0,-141670.978753878,0,0,1.78691941608284e-005,0,0,0,0,1,105110,59030.125,67390.5,-2.27107436047251e-013
-0.000295375674413031,0.000624875730337301,1302.30929054653,-0.000295375674413031,0.000624875730337301,0,-142511.214824126,0,0,-0.000114365650495407,0,0,-0,-0,1,105111,59030.09375,67390.5,-2.27107436047251e-013
3.57820641704594e-005,-7.61561794245036e-005,1302.30697064422,3.57820641704594e-005,-7.61561794245036e-005,0,-142613.520539399,0,0,1.78670953683634e-005,0,0,0,0,1,105112,59030.125,67390.5,-2.27107436047251e-013
-0.000295380226768349,0.000624887194974826,1302.30929059054,-0.000295380226768349,0.000624887194974826,0,-143453.879237568,0,0,-0.000114367704514144,0,0,-0,-0,1,105113,59030.09375,67390.5,-2.27107436047251e-013
3.57767519363748e-005,-7.61451045548685e-005,1302.30697068044,3.57767519363748e-005,-7.61451045548685e-005,0,-143556.183130702,0,0,1.78649959079279e-005,0,0,0,0,1,105114,59030.125,67390.5,-2.27107436047251e-013
-0.000295384756527032,0.000624898658772906,1302.30929063471,-0.000295384756527032,0.000624898658772906,0,-144396.664516001,0,0,-0.000114369755593813,0,0,-0,-0,1,105115,59030.09375,67390.5,-2.27107436047251e-013
3.57714510554037e-005,-7.61340300456167e-005,1302.30697071673,3.57714510554037e-005,-7.61340300456167e-005,0,-144498.966588602,0,0,1.78628979170262e-005,0,0,0,0,1,105116,59030.125,67390.5,-2.27107436047251e-013
-0.000295389329945387,0.000624910106817596,1302.30929067846,-0.000295389329945387,0.000624910106817596,0,-145339.570645353,0,0,-0.000114371810103334,0,0,-0,-0,1,105117,59030.09375,67390.5,-2.27107436047251e-013
3.57661434929779e-005,-7.61229726613325e-005,1302.30697075286,3.57661434929779e-005,-7.61229726613325e-005,0,-145441.870896832,0,0,1.78608013056543e-005,0,0,0,0,1,105118,59030.125,67390.5,-2.27107436047251e-013
-0.000295393813988234,0.000624921586294837,1302.30929072306,-0.000295393813988234,0.000624921586294837,0,-146282.597534318,0,0,-0.000114373857485963,0,0,-0,-0,1,105119,59030.09375,67390.5,-2.27107436047251e-013
3.57608446775759e-005,-7.61118982161275e-005,1302.30697078916,3.57608446775759e-005,-7.61118982161275e-005,0,-146384.895966187,0,0,1.78587035819406e-005,0,0,0,0,1,105120,59030.125,67390.5,-2.27107436047251e-013
-0.000295398394594885,0.000624933034608293,1302.30929076676,-0.000295398394594885,0.000624933034608293,0,-147225.745337368,0,0,-0.000114375912930643,0,0,-0,-0,1,105121,59030.09375,67390.5,-2.27107436047251e-013
3.57555221261813e-005,-7.61008230148596e-005,1302.30697082531,3.57555221261813e-005,-7.61008230148596e-005,0,-147328.041947754,0,0,1.78566027855661e-005,0,0,0,0,1,105122,59030.125,67390.5,-2.27107436047251e-013
-0.000295402871951304,0.000624944531215889,1302.30929081153,-0.000295402871951304,0.000624944531215889,0,-148169.014196267,0,0,-0.000114377961692802,0,0,-0,-0,1,105123,59030.09375,67390.5,-2.27107436047251e-013
3.57502032136591e-005,-7.60897652669244e-005,1302.30697086136,3.57502032136591e-005,-7.60897652669244e-005,0,-148271.308985303,0,0,1.78545047046609e-005,0,0,0,0,1,105124,59030.125,67390.5,-2.27107436047251e-013
-0.000295407299484211,0.000624956043349151,1302.30929085676,-0.000295407299484211,0.000624956043349151,0,-149112.403973543,0,0,-0.000114380006223545,0,0,-0,-0,1,105125,59030.09375,67390.5,-2.27107436047251e-013
3.57449002723864e-005,-7.6078690687923e-005,1302.30697089763,3.57449002723864e-005,-7.6078690687923e-005,0,-149214.696942368,0,0,1.78524064465711e-005,0,0,0,0,1,105126,59030.125,67390.5,-2.27107436047251e-013
