OW_R4	06/08/2015 10:00:04	1.234
OW_R4	06/08/2015 10:00:05	1.234
OW_R4	06/08/2015 10:00:06	0.001
OW_R4	06/08/2015 10:00:07	0.002
OW_R4	06/08/2015 10:00:08	0.003
OW_R4	06/08/2015 10:00:09	0.004
OW_R4	06/08/2015 10:00:10	0.005
OW_R4	06/08/2015 10:00:11	0.005
OW_R4	06/08/2015 10:00:12	0.006
OW_R4	06/08/2015 10:00:13	0.006
OW_R4	06/08/2015 10:00:14	0.006
OW_R4	06/08/2015 10:00:15	0.006
OW_R4	06/08/2015 10:00:16	0.006
OW_R4	06/08/2015 10:00:17	0.006
OW_R4	06/08/2015 10:00:19	0.006
OW_R4	06/08/2015 10:00:20	0.006
OW_R4	06/08/2015 10:00:21	0.006
OW_R4	06/08/2015 10:00:22	0.006
OW_R4	06/08/2015 10:00:23	0.006
OW_R4	06/08/2015 10:00:25	0.007
OW_R4	06/08/2015 10:00:26	0.007
OW_R4	06/08/2015 10:00:28	0.007
OW_R4	06/08/2015 10:00:30	0.007
OW_R4	06/08/2015 10:00:31	0.007
OW_R4	06/08/2015 10:00:33	0.008
OW_R4	06/08/2015 10:00:35	0.008
OW_R4	06/08/2015 10:00:37	0.008
OW_R4	06/08/2015 10:00:40	0.008
OW_R4	06/08/2015 10:00:42	0.008
OW_R4	06/08/2015 10:00:45	0.009
OW_R4	06/08/2015 10:00:47	0.009
OW_R4	06/08/2015 10:00:50	0.009
OW_R4	06/08/2015 10:00:53	0.009
OW_R4	06/08/2015 10:00:56	0.009
OW_R4	06/08/2015 10:01:00	0.010
OW_R4	06/08/2015 10:01:03	0.010
OW_R4	06/08/2015 10:01:07	0.010
OW_R4	06/08/2015 10:01:11	0.010
OW_R4	06/08/2015 10:01:15	0.011
OW_R4	06/08/2015 10:01:19	0.011
OW_R4	06/08/2015 10:01:24	0.012
OW_R4	06/08/2015 10:01:30	0.012
OW_R4	06/08/2015 10:01:34	0.012
OW_R4	06/08/2015 10:01:40	0.013
OW_R4	06/08/2015 10:01:46	0.014
OW_R4	06/08/2015 10:01:52	0.014
OW_R4	06/08/2015 10:01:59	0.014
OW_R4	06/08/2015 10:02:06	0.015
OW_R4	06/08/2015 10:02:14	0.015
OW_R4	06/08/2015 10:02:22	0.015
OW_R4	06/08/2015 10:02:30	0.016
OW_R4	06/08/2015 10:02:39	0.016
OW_R4	06/08/2015 10:02:49	0.017
OW_R4	06/08/2015 10:02:58	0.018
OW_R4	06/08/2015 10:03:09	0.018
OW_R4	06/08/2015 10:03:21	0.019
OW_R4	06/08/2015 10:03:33	0.019
OW_R4	06/08/2015 10:03:45	0.020
OW_R4	06/08/2015 10:03:58	0.021
OW_R4	06/08/2015 10:04:13	0.022
OW_R4	06/08/2015 10:04:28	0.022
OW_R4	06/08/2015 10:04:43	0.023
OW_R4	06/08/2015 10:05:00	0.024
OW_R4	06/08/2015 10:05:18	0.025
OW_R4	06/08/2015 10:05:37	0.026
OW_R4	06/08/2015 10:05:57	0.027
OW_R4	06/08/2015 10:06:18	0.028
OW_R4	06/08/2015 10:06:40	0.029
OW_R4	06/08/2015 10:07:04	0.030
OW_R4	06/08/2015 10:07:30	0.031
OW_R4	06/08/2015 10:07:56	0.032
OW_R4	06/08/2015 10:08:24	0.034
OW_R4	06/08/2015 10:08:54	0.035
OW_R4	06/08/2015 10:09:26	0.036
OW_R4	06/08/2015 10:10:00	0.037
OW_R4	06/08/2015 10:10:36	0.039
OW_R4	06/08/2015 10:11:12	0.040
OW_R4	06/08/2015 10:11:54	0.041
OW_R4	06/08/2015 10:12:36	0.043
OW_R4	06/08/2015 10:13:18	0.043
OW_R4	06/08/2015 10:14:06	0.045
OW_R4	06/08/2015 10:15:00	0.047
OW_R4	06/08/2015 10:15:48	0.048
OW_R4	06/08/2015 10:16:48	0.050
OW_R4	06/08/2015 10:17:48	0.051
OW_R4	06/08/2015 10:18:48	0.052
OW_R4	06/08/2015 10:19:48	0.054
OW_R4	06/08/2015 10:20:48	0.056
OW_R4	06/08/2015 10:21:48	0.056
OW_R4	06/08/2015 10:22:48	0.058
OW_R4	06/08/2015 10:23:48	0.059
OW_R4	06/08/2015 10:24:48	0.060
OW_R4	06/08/2015 10:25:48	0.062
OW_R4	06/08/2015 10:26:48	0.062
OW_R4	06/08/2015 10:27:48	0.064
OW_R4	06/08/2015 10:28:48	0.065
OW_R4	06/08/2015 10:29:48	0.066
OW_R4	06/08/2015 10:30:48	0.067
OW_R4	06/08/2015 10:31:48	0.069
OW_R4	06/08/2015 10:32:48	0.070
OW_R4	06/08/2015 10:33:48	0.071
OW_R4	06/08/2015 10:34:48	0.072
OW_R4	06/08/2015 10:35:48	0.074
OW_R4	06/08/2015 10:36:48	0.074
OW_R4	06/08/2015 10:37:48	0.075
OW_R4	06/08/2015 10:38:48	0.076
OW_R4	06/08/2015 10:39:48	0.077
OW_R4	06/08/2015 10:40:48	0.078
OW_R4	06/08/2015 10:41:48	0.078
OW_R4	06/08/2015 10:42:48	0.080
OW_R4	06/08/2015 10:43:48	0.080
OW_R4	06/08/2015 10:44:48	0.081
OW_R4	06/08/2015 10:45:48	0.082
OW_R4	06/08/2015 10:46:48	0.082
OW_R4	06/08/2015 10:47:48	0.083
OW_R4	06/08/2015 10:48:48	0.084
OW_R4	06/08/2015 10:49:48	0.085
OW_R4	06/08/2015 10:50:48	0.086
OW_R4	06/08/2015 10:51:48	0.086
OW_R4	06/08/2015 10:52:48	0.087
OW_R4	06/08/2015 10:53:48	0.088
OW_R4	06/08/2015 10:54:48	0.089
OW_R4	06/08/2015 10:55:48	0.089
OW_R4	06/08/2015 10:56:48	0.090
OW_R4	06/08/2015 10:57:48	0.091
OW_R4	06/08/2015 10:58:48	0.091
OW_R4	06/08/2015 10:59:48	0.092
OW_R4	06/08/2015 11:00:48	0.093
OW_R4	06/08/2015 11:01:48	0.093
OW_R4	06/08/2015 11:02:48	0.094
OW_R4	06/08/2015 11:03:48	0.094
OW_R4	06/08/2015 11:04:48	0.095
OW_R4	06/08/2015 11:05:48	0.095
OW_R4	06/08/2015 11:06:48	0.096
OW_R4	06/08/2015 11:07:48	0.097
OW_R4	06/08/2015 11:08:48	0.098
OW_R4	06/08/2015 11:09:48	0.098
OW_R4	06/08/2015 11:10:48	0.099
OW_R4	06/08/2015 11:11:48	0.099
OW_R4	06/08/2015 11:12:48	0.100
OW_R4	06/08/2015 11:13:48	0.100
OW_R4	06/08/2015 11:14:48	0.101
OW_R4	06/08/2015 11:15:48	0.101
OW_R4	06/08/2015 11:16:48	0.102
OW_R4	06/08/2015 11:17:48	0.103
OW_R4	06/08/2015 11:18:48	0.103
